id,name,networth,country,source,rank,age,citizenship,status,children,self_made,degree,university,longitude,latitude
1236,Stephen Smith,2.6,Canada,finance and investments,1205,69,Canada,Married,3,True,Bachelor of Science in Engineering, Queens University,-79.3839347,43.6534817
1237,Dan Snyder,2.6,United States,Washington Redskins,1205,56,United States,Married,3,True,Drop Out, University of Maryland,-78.83891,39.5675895
1238,Helmut Sohmen,2.6,Austria,shipping,1205,81,Austria,Married,3,False,Doctor of Jurisprudence," Southern Methodist University; Bachelor of Arts/Science, University of Vienna",114.1628131,22.2793278
1239,Tung Chee Hwa,2.6,Hong Kong,shipping,1205,83,Hong Kong,Married,3,False,Bachelor of Science in Engineering, University of Liverpool,114.1628131,22.2793278
1242,Evan Williams,2.6,United States,Twitter,1205,49,United States,Married,2,True,Drop Out, University of Nebraska Lincoln,-122.419906,37.7790262
1243,Wu Guangming,2.6,China,medical equipment,1205,59,China,Married,1,True,EMBA, China Europe International Business School,119.6012702,32.0109736
1248,John Arrillaga,2.5,United States,real estate,1249,84,United States,"Widowed, Remarried",2,True,Bachelor of Arts/Science, Stanford University,-122.219047,37.3736298
1249,Carol Jenkins Barnett,2.5,United States,Publix supermarkets,1249,64,United States,Married,2,False,Bachelor of Arts/Science, Florida Southern College,-81.9498042,28.0394654
1250,William Berkley,2.5,United States,insurance,1249,74,United States,Married,3,True,Master of Business Administration," Harvard University; Bachelor of Arts/Science, New York University",-80.2388468,25.7398164
1252,Andrei Bokarev,2.5,Russia,"metals, mining",1249,54,Russia,Married,1,True,Bachelor of Arts/Science, Finance Academy under the Government of the Russian Federation,37.6174943,55.7504461
1253,Jim Breyer,2.5,United States,venture capital,1249,59,United States,Married,3,True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, Stanford University",-97.74369950000001,30.2711286
1254,Charles Bronfman,2.5,Canada,liquor,1249,89,Canada,"Widowed, Remarried",2,False,Bachelor of Arts/Science, McGill University,-73.61036420000001,45.4972159
1257,Leon G. Cooperman,2.5,United States,hedge funds,1249,78,United States,Married,2,True,Master of Business Administration," Columbia Business School; Bachelor of Arts/Science, Hunter College",-80.0830984,26.3586885
1259,Gerald Ford,2.5,United States,banking,1249,76,United States,Married,6,True,Bachelor of Arts/Science," Southern Methodist University; Doctor of Jurisprudence, Southern Methodist University",-96.7968559,32.7762719
1261,Mikhail Gutseriev,2.5,Russia,"oil, real estate",1249,63,Russia,Married,2,True,Bachelor of Arts/Science, Kazakh Technological Institute,37.6174943,55.7504461
1264,"Jeremy Jacobs, Sr. & family",2.5,United States,food service,1249,81,United States,Married,6,False,Bachelor of Arts/Science, SUNY Buffalo,-78.6177611,42.7689141
1267,Lee Hae-jin,2.5,South Korea,Internet,1249,53,South Korea,Married,2,True,Master of Science," Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University",126.9782914,37.5666791
1270,Mohamed Mansour,2.5,Egypt,diversified,1249,73,Egypt,Married,2,True,Master of Business Administration, Auburn University,31.2357257,30.0443879
1271,Harsh Mariwala,2.5,India,consumer goods,1249,69,India,Married,2,False,Bachelor of Arts/Science, Bombay University,72.8773928,19.0759899
1272,Najib Mikati,2.5,Lebanon,telecom,1249,65,Lebanon,Married,3,True,Bachelor of Arts/Science," American University of Beirut, Lebanon; Master of Business Administration, American University of Beirut, Lebanon",35.47843,33.8959203
1273,Taha Mikati,2.5,Lebanon,telecom,1249,76,Lebanon,Married,3,True,Bachelor of Arts/Science," American University of Beirut, Lebanon",35.47843,33.8959203
1274,Pedro Moreira Salles,2.5,Brazil,"banking, minerals",1249,61,Brazil,Married,2,False,Bachelor of Arts/Science," University of California, Los Angeles",-46.6333824,-23.5506507
1277,Nandan Nilekani,2.5,India,software services,1249,65,India,Married,2,True,Bachelor of Arts/Science, Indian Institute of Technology,77.59129969999999,12.9791198
1279,Victor Pinchuk,2.5,Ukraine,"steel pipes, diversified",1249,60,Ukraine,Married,4,True,Doctorate, Dniepropetrovsk Metallurgical Institute,30.5241361,50.4500336
1281,John Pritzker,2.5,United States,"hotels, investments",1249,67,United States,Divorced,3,False,Bachelor of Arts/Science, Menlo College,-122.419906,37.7790262
1282,Rajan Raheja & family,2.5,India,diversified,1249,66,India,Married,2,False,Bachelor of Arts/Science, Bombay University,72.8773928,19.0759899
1287,Kavitark Ram Shriram,2.5,United States,"venture capital, Google",1249,64,United States,Married,2,True,Bachelor of Arts/Science, University of Madras,-122.1779927,37.4519671
1314,Stephen Feinberg,2.4,United States,private equity,1299,61,United States,Married,3,True,Bachelor of Arts/Science, Princeton University,-74.00601519999999,40.7127281
1318,Geng Jianming,2.4,China,real estate,1299,58,China,Married,1,True,Master of Business Administration," Nanyang Technology University; Bachelor of Arts/Science, North China Institute of Astronautic Engineering",116.6997446,39.5128345
1320,Adi Godrej,2.4,India,consumer goods,1299,79,India,Widowed,3,False,Bachelor of Arts/Science," Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology",72.8773928,19.0759899
1321,Jamshyd Godrej,2.4,India,consumer goods,1299,72,India,Married,2,False,Bachelor of Science in Engineering, Illinois Institute of Technology,72.8773928,19.0759899
1322,Nadir Godrej,2.4,India,consumer goods,1299,70,India,Married,3,False,Master of Business Administration," Harvard Business School; Bachelor of Science in Engineering, Massachusetts Institute of Technology; Master of Science in Engineering, Stanford University",72.8773928,19.0759899
1324,Lawrence Ho,2.4,Hong Kong,casinos,1299,44,Hong Kong,Married,1,False,Bachelor of Arts/Science, University of Toronto,114.1628131,22.2793278
1325,Donald Horton,2.4,United States,homebuilding,1299,71,United States,Married,2,True,Bachelor of Arts/Science, University of Central Arkansas,-97.33274590000001,32.753177
1326,Douglas Hsu,2.4,Taiwan,diversified,1299,78,Taiwan,Married,3,False,Bachelor of Arts/Science," Notre Dame University; Master of Arts, Notre Dame University",121.5636796,25.0375198
1330,Gail Miller,2.4,United States,car dealerships,1299,77,United States,Married,5,True,Drop Out, University of Utah,-111.8867975,40.7596198
1331,Robert Miller,2.4,United Kingdom,retail,1299,75,Canada,Divorced,2,True,Bachelor of Arts/Science, Rider University,-73.61036420000001,45.4972159
1332,Vadim Moshkovich,2.4,Russia,"agriculture, land",1299,54,Russia,Married,3,True,Bachelor of Arts/Science," Moscow Institute of Radioengineering, Electronics and Automation",37.6174943,55.7504461
1335,Madhukar Parekh,2.4,India,adhesives,1299,75,India,Married,2,False,Bachelor of Science in Engineering," Bombay University; Master of Science, University of Wisconsin",72.8773928,19.0759899
1336,Gregorio Perez Companc & family,2.4,Argentina,oil & gas,1299,85,Argentina,Married,7,True,Drop Out, High School,-58.4370894,-34.6075682
1337,Dmitry Pumpyansky,2.4,Russia,steel pipes,1299,57,Russia,Married,1,True,Master of Science, Ural State Technical University,60.60825,56.839104
1339,Hussain Sajwani,2.4,United Arab Emirates,real estate,1299,68,United Arab Emirates,Married,4,True,Bachelor of Arts/Science, University of Washington,55.1885387,25.0742823
1342,Alice Schwartz,2.4,United States,biotech,1299,94,United States,Widowed,2,True,Bachelor of Arts/Science," University of California, Berkeley",-122.301411,37.9154056
1346,William Stone,2.4,United States,software,1299,66,United States,Married,3,True,Bachelor of Arts/Science, Marquette University,-81.7954666,26.1452817
1350,Roman Trotsenko,2.4,Russia,"transport, engineering, real estate",1299,50,Russia,Married,2,True,Master of Laws, Moscow State University,37.6174943,55.7504461
1351,Donald Trump,2.4,United States,real estate,1299,74,United States,Married,5,False,Fordham University; Bachelor of Arts/Science, University of Pennsylvania,-80.4494174,26.6279798
1352,T.Y. Tsai,2.4,Taiwan,finance,1299,68,Taiwan,Married,1,False,EMBA," National Taiwan University; Bachelor of Arts/Science, Tokai University",121.5636796,25.0375198
1353,John Tyson,2.4,United States,food processing,1299,67,United States,Single,2,False,Bachelor of Arts/Science, Southern Methodist University,-94.12881419999999,36.1867442
1371,Anand Burman,2.3,India,consumer goods,1362,69,India,Married,2,False,Bachelor of Arts / Science, University of Kansas,77.20900570000001,28.6138954
1375,Jim Coulter,2.3,United States,private equity,1362,61,United States,Married,3,True,Bachelor of Arts/Science," Dartmouth College; Master of Business Administration, Stanford University",-122.419906,37.7790262
1376,"Edward DeBartolo, Jr.",2.3,United States,shopping centers,1362,74,United States,Married,3,False,Bachelor of Arts/Science, Notre Dame University,-82.458444,27.9477595
1377,Maria Del Pino,2.3,Spain,construction,1362,65,Spain,Married,3,False,Bachelor of Arts/Science, IESE Business School,-3.7035825,40.4167047
1384,Harsh Goenka,2.3,India,diversified,1362,63,India,Married,2,False,Bachelor of Arts/Science," Calcutta University; Master of Business Administration, International Institute for Management and Development",72.8773928,19.0759899
1385,Noam Gottesman,2.3,United States,hedge funds,1362,59,United States,Married,4,True,Bachelor of Arts/Science, Columbia University,-74.00601519999999,40.7127281
1388,David Hains,2.3,Australia,Investments,1362,90,Australia,Widowed,5,True,Bachelor of Science in Engineering, University of Melbourne,144.960964,-37.8077694
1389,Michael Hintze,2.3,Australia,investment,1362,67,Australia,Married,4,True,Master of Business Administration," Harvard Business School; Master of Science, University of New South Wales; Bachelor of Arts/Science, University of Sydney",-0.1276474,51.5073219
1396,Baba Kalyani,2.3,India,engineering,1362,72,India,Married,1,False,Master of Science, Massachusetts Institute of Technology,73.8544541,18.521428
1398,Mustafa Rahmi Koc,2.3,Turkey,diversified,1362,90,Turkey,Divorced,3,False,Bachelor of Arts/Science, Johns Hopkins University,28.9651646,41.0096334
1399,Eiichi Kuriwada,2.3,Japan,package delivery,1362,74,Japan,Married,3,True,High School Graduate, Arai High School,135.490357,34.6198813
1406,Alexander Mamut,2.3,Russia,investments,1362,61,Russia,Widowed,5,True,LLB, Moscow State University,37.6174943,55.7504461
1407,Daniel Mate,2.3,Spain,"mining, commodities",1362,57,Spain,Married,2,True,Bachelor of Arts/Science," Universidad Comercial de Deusto; Law Degree, Universidad Comercial de Deusto",8.722207300000001,47.0571976
1408,Clayton Mathile,2.3,United States,pet food,1362,80,United States,Married,5,True,Bachelor of Arts/Science, Ohio Northern University,-84.4113366,39.8367207
1409,Aristotelis Mistakidis,2.3,Greece,"mining, commodities",1362,59,Greece,Married,1,True,Bachelor of Arts/Science, London School of Economics,8.5539378,47.1486137
1410,Fernando Roberto Moreira Salles,2.3,Brazil,"banking, minerals",1362,74,Brazil,Married,2,False,Bachelor of Arts/Science, Fundacao Getulio Vargas,-46.6333824,-23.5506507
1412,Walther Moreira Salles Junior,2.3,Brazil,"banking, minerals",1362,65,Brazil,Married,1,False,Bachelor of Arts/Science, University of Southern California,-43.2093727,-22.9110137
1417,Karl-Johan Persson,2.3,Sweden,H&M,1362,46,Sweden,Married,2,False,Bachelor of Arts/Science, London Business School,18.0710935,59.3251172
1419,Stewart Rahr,2.3,United States,drug distribution,1362,75,United States,Divorced,2,False,Bachelor of Arts/Science, New York University,-74.00601519999999,40.7127281
1423,Stephan Schmidheiny,2.3,Switzerland,investments,1362,73,Switzerland,Married,2,False,Doctorate, University of Zurich,8.8043485,47.2142501
1424,Vijay Shekhar Sharma,2.3,India,financial technology,1362,42,India,Married,1,True,Bachelor of Science in Engineering, Delhi University,77.2219388,28.6517178
1429,Ted Turner,2.3,United States,cable television,1362,82,United States,Divorced,5,False,Bachelor of Arts/Science, Brown University,-84.39026440000001,33.7489924
1430,Jitendra Virwani,2.3,India,real estate,1362,55,India,Married,4,False,Bachelor of Commerce, Bangalore University,77.59129969999999,12.9791198
1431,Arkady Volozh,2.3,Russia,search engine,1362,57,Russia,Married,3,True,Master of Science, Gubkin Russian State University of Oil and Gas,37.6174943,55.7504461
1432,Lang Walker,2.3,Australia,real estate,1362,75,Australia,Married,3,True,Diploma, High School,151.0979607,-33.8641922
1435,Elaine Wynn,2.3,United States,"casinos, hotels",1362,79,United States,Divorced,2,True,Bachelor of Arts/Science, George Washington University,-115.148516,36.1672559
1437,Jerry Yang,2.3,United States,Yahoo,1362,52,United States,Married,2,True,Bachelor of Arts/Science," Stanford University; Master of Science, Stanford University",-122.1374637,37.3796627
1442,Kostyantin Zhevago,2.3,Ukraine,mining,1362,47,Ukraine,Married,2,True,Bachelor of Arts/Science, Kiev State Economic University,30.5241361,50.4500336
1445,Ramon Ang,2.2,Philippines,Diversified,1444,67,Philippines,Married,8,True,Bachelor of Engineering, Far Eastern University,120.9809674,14.5907332
1448,Richard Barton,2.2,United States,Zillow,1444,53,United States,Married,3,True,Bachelor of Science, Stanford University,-122.3300624,47.6038321
1449,Edward Bass,2.2,United States,"oil, investments",1444,75,United States,Married,1,False,Bachelor of Arts/Science, Yale University,-97.33274590000001,32.753177
1450,Thor Bjorgolfsson,2.2,Iceland,investments,1444,54,Iceland,Married,3,True,Bachelor of Arts/Science, New York University,-0.1276474,51.5073219
1452,Bruce Cheng,2.2,Taiwan,electronics,1444,85,Taiwan,Married,2,True,Bachelor of Arts/Science, National Cheng Kung University,121.5636796,25.0375198
1453,Chin Jong Hwa,2.2,Taiwan,auto parts,1444,62,Taiwan,Married,2,True,Diploma, China University of Technology,121.3010003,24.9929995
1456,K. Dinesh,2.2,India,software services,1444,66,India,Married,2,True,Master of Science, Bangalore University,77.59129969999999,12.9791198
1457,"Frank Fertitta, III.",2.2,United States,"casinos, mixed martial arts",1444,59,United States,Married,3,False,Bachelor of Arts/Science, University of Southern California,-115.148516,36.1672559
1458,Lorenzo Fertitta,2.2,United States,"casinos, mixed martial arts",1444,52,United States,Married,3,False,Master of Business Administration," Leonard N. Stern School of Business; Bachelor of Arts/Science, U of San Diego",-115.148516,36.1672559
1460,Serge Godin,2.2,Canada,information technology,1444,71,Canada,Married,2,True,Master of Business Administration, Laval University,-73.5963951,45.4857329
1464,Carlos Hank Rhon,2.2,Mexico,banking,1444,73,Mexico,Married,3,False,Bachelor of Science in Engineering, Universidad Nacional Autonoma de Mexico,-99.1331785,19.4326296
1469,Randal J. Kirk,2.2,United States,pharmaceuticals,1444,67,United States,Married,3,True,Bachelor of Arts/Science," Radford; Doctor of Jurisprudence, University of Virginia",-80.0447635,26.5692364
1470,Leo Koguan,2.2,United States,IT provider,1444,66,United States,Divorced,2,True,Master," Columbia University; Law Degree, New York Law School",-95.6349463,29.6196787
1473,Thomas Kwok,2.2,Hong Kong,real estate,1444,69,Hong Kong,Married,2,False,Bachelor of Engineering," Imperial College London; Master of Business Administration, London Business School",114.1628131,22.2793278
1475,Jeff Lawson,2.2,United States,software,1444,43,United States,Married,2,True,Bachelor of Arts/Science, University of Michigan,-122.419906,37.7790262
1476,Max Levchin,2.2,United States,fintech,1444,45,United States,Married,2,True,Bachelor of Science, University of Illinois Urbana Champaign,-122.419906,37.7790262
1480,Liang Xinjun,2.2,China,conglomerate,1444,53,China,Married,1,True,Bachelor of Arts/Science," Fudan University; Bachelor of Arts/Science, Fudan University",121.4692071,31.2322758
1483,Scott Lin,2.2,Taiwan,optical components,1444,88,Taiwan,Married,2,True,Bachelor of Arts/Science, National Chung Hsing University,120.6478282,24.163162
1486,Rubens Menin Teixeira de Souza,2.2,Brazil,"home building, banking",1444,65,Brazil,Married,3,True,Bachelor of Arts/Science, Universidade Federal de Minas Gerais,-43.9450948,-19.9227318
1497,Alberto Siccardi & family,2.2,Switzerland,medical devices,1444,77,Switzerland,Married,3,True,Master of Business Administration," SDA Bocconi School of Management; Bachelor of Science, University of Turin",8.9520281,46.0050102
1506,David Walentas,2.2,United States,real estate,1444,82,United States,Widowed,1,True,Bachelor of Arts/Science, University of Virginia,-74.00601519999999,40.7127281
1507,Wu Lanlan & family,2.2,China,packaging,1444,47,China,Married,2,True,Master of Business Administration, Tongji University,114.0543297,22.555454
1508,Wu Yiling,2.2,China,pharmaceuticals,1444,71,China,Married,2,True,Medical Doctor," Hebei Medical University; Medical Doctor, Nanjing University of Chinese Medicine",114.5088385,38.0429742
1509,Xiang Wenbo,2.2,China,manufacturing,1444,58,China,Married,1,True,Master of Science, Dalian University of Technology,112.9335861,28.2302056
1522,Ray Davis,2.1,United States,pipelines,1517,79,United States,Married,3,True,Master of Business Administration, LeTourneau University's School of Business,-96.7968559,32.7762719
1525,William Fisher,2.1,United States,Gap,1517,64,United States,Married,3,False,Bachelor of Arts/Science," Princeton University; Master of Business Administration, Stanford University",-122.419906,37.7790262
1529,Gordon Getty,2.1,United States,Getty Oil,1517,87,United States,Widowed,7,False,Bachelor of Arts/Science, San Francisco Conservatory of Music,-122.419906,37.7790262
1540,Bruce Karsh,2.1,United States,private equity,1517,65,United States,Married,3,True,Bachelor of Arts/Science," Duke University; Doctor of Jurisprudence, University of Virginia",-118.242766,34.0536909
1542,Dominika Kulczyk,2.1,Poland,diversified,1517,43,Poland,Divorced,2,False,Master, University of Poznan,21.0067249,52.2319581
1552,Daniel Lubetzky,2.1,United States,snack bars,1517,52,United States,Married,4,True,Bachelor of Arts/Science, Trinity University of San Antonio,-74.00601519999999,40.7127281
1554,Igor Makarov,2.1,Russia,investments,1517,59,Russia,Married,2,True,Bachelor of Arts/Science, Turkmen State University,-80.19362,25.7741728
1555,Kishore Mariwala,2.1,India,consumer goods,1517,86,India,Married,2,False,Bachelor of Science in Engineering," Bombay University; Master of Science in Engineering, Massachusetts Institute of Technology",72.8773928,19.0759899
1556,Howard Marks,2.1,United States,private equity,1517,75,United States,Married,2,True,Bachelor of Arts/Science," University of Pennsylvania, The Wharton School",-74.00601519999999,40.7127281
1558,Vincent McMahon,2.1,United States,entertainment,1517,75,United States,Married,2,True,Bachelor of Arts/Science, East Carolina University,-73.6284598,41.0264862
1559,David Murdock,2.1,United States,"Dole, real estate",1517,98,United States,Widowed,3,True,Drop Out, High School,-119.0779359,34.4458248
1560,Vikas Oberoi,2.1,India,real estate,1517,50,India,Married,2,False,Bachelor of Arts/Science, Bombay University,72.8773928,19.0759899
1562,Roger Penske,2.1,United States,cars,1517,84,United States,Married,5,True,Drop Out, Lehigh University,-83.21131920000001,42.5467012
1564,Phil Ruffin,2.1,United States,"casinos, real estate",1517,86,United States,Married,5,True,Drop Out, Wichita State University,-115.148516,36.1672559
1570,Timur Turlov,2.1,Russia,stock brokerage,1517,33,Russia,Married,6,True,Bachelor of Science, Moscow State Technical University,76.9457275,43.2363924
1572,Wang Chou-hsiong,2.1,Taiwan,footwear,1517,80,Taiwan,Married,2,True,Master of Arts/Science," National Central University; Bachelor of Business Administration, National Taiwan University",120.5245511,23.6990775
1579,S. Daniel Abraham,2.0,United States,Slim-Fast,1580,96,United States,Married,6,True,Diploma, High School,-80.4494174,26.6279798
1581,Roberto Angelini Rossi,2.0,Chile,"forestry, mining",1580,72,Chile,Married,4,False,Bachelor of Arts/Science, Pontificia Universidad de Chile,-70.65045019999999,-33.4377756
1583,George Argyros & family,2.0,United States,"real estate, investments",1580,84,United States,Married,3,True,Bachelor of Arts/Science, Chapman University,-117.9294401,33.6170092
1593,Glenn Dubin,2.0,United States,hedge funds,1580,64,United States,Married,3,True,Bachelor of Arts/Science, SUNY Stony Brook,-74.00601519999999,40.7127281
1598,Kenneth Feld & family,2.0,United States,live entertainment,1580,72,United States,Separated,3,False,Bachelor of Arts/Science, Boston University,-82.5306527,27.3364347
1605,Jeffery Hildebrand,2.0,United States,oil,1580,62,United States,Married,3,True,Bachelor of Arts/Science," The University of Texas at Austin; Master of Science, The University of Texas at Austin",-95.3676974,29.7589382
1606,J. Tomilson Hill,2.0,United States,investments,1580,72,United States,Married,2,True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, Harvard University",-74.00601519999999,40.7127281
1607,Orion Hindawi,2.0,United States,software,1580,41,United States,Married,2,True,Drop Out," University of California, Berkeley",-122.3300624,47.6038321
1611,George Joseph,2.0,United States,insurance,1580,99,United States,Married,5,True,Bachelor of Arts/Science, Harvard University,-118.242766,34.0536909
1613,Sergei Kolesnikov,2.0,Russia,building materials,1580,49,Russia,Married,4,True,Master of Science, Moscow Institute of Physics and Technology,37.6174943,55.7504461
1614,Thomas Lee,2.0,United States,private equity,1580,77,United States,Married,5,True,Bachelor of Arts/Science, Harvard University,-74.00601519999999,40.7127281
1623,Craig McCaw,2.0,United States,telecom,1580,71,United States,Married,3,False,Bachelor of Arts/Science, Stanford University,-122.230124,47.6434321
1625,Robert Miller,2.0,Canada,electronics components,1580,75,Canada,Divorced,2,True,Bachelor of Arts/Science, Rider University,-73.61036420000001,45.4972159
1626,Charles Munger,2.0,United States,Berkshire Hathaway,1580,97,United States,Widowed,8,True,Doctor of Jurisprudence," Harvard University; Drop Out, University of Michigan",-118.242766,34.0536909
1628,Jonathan Nelson,2.0,United States,private equity,1580,64,United States,"Widowed, Remarried",3,True,Bachelor of Arts/Science," Brown University; Master of Business Administration, Harvard University",-71.4128343,41.8239891
1630,Kevin Plank,2.0,United States,Under Armour,1580,48,United States,Married,2,True,Master of Business Administration," Robert H. Smith School of Business; Bachelor of Arts/Science, University of Maryland",-76.6271397,39.4289472
1634,Jennifer Pritzker,2.0,United States,"hotels, investments",1580,70,United States,Divorced,3,False,Bachelor of Arts/Science, Loyola University Illinois,-87.6244212,41.8755616
1637,Igor Rybakov,2.0,Russia,building materials,1580,48,Russia,Married,4,True,Master of Science, Moscow Institute of Physics and Technology,37.6174943,55.7504461
1641,Thaksin Shinawatra,2.0,Thailand,investments,1580,71,Thailand,Divorced,3,True,Master of Science, Eastern Kentucky University,55.1885387,25.0742823
1644,Alexander Svetakov,2.0,Russia,real estate,1580,53,Russia,Divorced,4,True,Bachelor of Science in Engineering, Moscow Institute of Electronic Technology,37.6174943,55.7504461
1646,Tang Xiuguo,2.0,China,manufacturing,1580,57,China,Married,1,True,Bachelor of Arts/Science, Central South University,112.9335861,28.2302056
1661,William Young,2.0,United States,plastics,1580,80,United States,Married,4,True,Bachelor of Science in Engineering, University of Detroit Mercy,-83.613055,42.2410562
1664,Aziz Akhannouch & family,1.9,Morocco,"petroleum, diversified",1664,60,Morocco,Married,3,False,Master of Business Administration, Universite de Sherbrooke,-7.6187768,33.5950627
1665,Joao Alves de Queiroz Filho,1.9,Brazil,pharmaceuticals,1664,68,Brazil,Divorced,3,True,Bachelor of Arts/Science, Faculdade Dom Pedro II,-46.6333824,-23.5506507
1674,Chen Tei-fu,1.9,Taiwan,herbal products,1664,73,Taiwan,Married,5,True,Drop Out," Brigham Young University; Bachelor of Arts/Science, Kaohsiung Medical University",-118.242766,34.0536909
1675,Chung Yong-jin,1.9,South Korea,retail,1664,52,South Korea,Married,4,False,Bachelor of Arts/Science, Brown University,126.9782914,37.5666791
1676,Thierry Cruanes,1.9,United States,software,1664,53,United States,Married,2,True,Master of Science," Université de Caen Normandie; Ph.D, University Paris VI - Pierre et Marie Curie",-122.3330573,37.496904
1677,Benoit Dageville,1.9,United States,software,1664,54,United States,Married,2,True,Bachelor of Science," Université de Paris VI; Master of Science, Université de Paris VI; Ph.D, Université de Paris VI",-122.2618236,37.504936
1679,James Dinan,1.9,United States,hedge funds,1664,61,United States,Married,3,True,Master of Business Administration," Harvard University; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",-73.5712374,41.3348169
1681,Bulent Eczacibasi,1.9,Turkey,"pharmaceuticals, diversified",1664,71,Turkey,Married,2,False,Bachelor of Arts/Science," Imperial College London; Master of Science, Massachusetts Institute of Technology",28.9651646,41.0096334
1684,Robert Fisher,1.9,United States,Gap,1664,67,United States,Married,3,False,Bachelor of Arts/Science," Princeton University; Master of Business Administration, Stanford University",-122.419906,37.7790262
1688,Sanjiv Goenka,1.9,India,diversified,1664,60,India,Married,2,False,Bachelor of Arts/Science, Calcutta University,88.36388150000001,22.5726723
1692,Bill Haslam,1.9,United States,gas stations,1664,62,United States,Married,3,False,Bachelor of Arts/Science, Emory University,-83.92102610000001,35.9603948
1693,Roberto Hernandez Ramirez,1.9,Mexico,banking,1664,79,Mexico,Married,3,True,Bachelor of Arts/Science, Ibero-American University,-99.1331785,19.4326296
1695,Stanley Hubbard,1.9,United States,DirecTV,1664,87,United States,Married,5,False,Bachelor of Arts/Science, University of Minnesota,-93.1015026,44.9504037
1697,Hamilton James,1.9,United States,investments,1664,69,United States,Married,3,True,Bachelor of Arts/Science," Harvard University; Master of Business Administration, Harvard University",-74.00601519999999,40.7127281
1701,Michael Kim,1.9,United States,private equity,1664,57,United States,Married,2,True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, Haverford College",126.9782914,37.5666791
1704,Christopher Kwok,1.9,Hong Kong,real estate,1664,35,Hong Kong,Married,1,False,Bachelor of Arts/Science," Harvard University; Master of Business Administration, Stanford Graduate School of Business",114.1628131,22.2793278
1714,Anand Mahindra,1.9,India,diversified,1664,66,India,Married,2,False,Bachelor of Arts/Science," Harvard University; Master of Business Administration, Harvard University",72.8773928,19.0759899
1716,Lachhman Das Mittal,1.9,India,tractors,1664,90,India,Married,5,False,Bachelor of Arts/Science," Punjab University; Master of Arts, Punjab University",77.2219388,28.6517178
1717,Ermirio Pereira de Moraes,1.9,Brazil,diversified,1664,88,Brazil,Married,7,False,Bachelor of Science in Engineering, University of Tulsa,-46.6333824,-23.5506507
1718,Maria Helena Moraes Scripilliti,1.9,Brazil,diversified,1664,90,Brazil,Widowed,4,False,High School Graduate, High School,-46.6333824,-23.5506507
1722,Larry Robbins,1.9,United States,hedge funds,1664,51,United States,Married,4,True,Bachelor of Arts/Science," University of Pennsylvania, The Wharton School",-73.9281139,40.94855
1723,Brian Roberts,1.9,United States,Comcast,1664,61,United States,Married,3,False,Bachelor of Arts/Science," University of Pennsylvania, The Wharton School",-75.16352620000001,39.9527237
1727,Frank Slootman,1.9,United States,software,1664,62,United States,Married,2,True,Bachelor of Science," Erasmus University Rotterdam, The Netherlands; Master of Science, Erasmus University Rotterdam, The Netherlands",-121.8746789,37.6624312
1728,Sergio Stevanato,1.9,Italy,medical packaging,1664,78,Italy,Married,2,True,Law Degree, University of Ferrara,12.3345898,45.4371908
1729,Kevin Systrom,1.9,United States,Instagram,1664,37,United States,Married,1,True,Bachelor of Arts/Science, Stanford University,-122.419906,37.7790262
1733,Todd Wagner,1.9,United States,online media,1664,60,United States,Married,1,True,Bachelor of Arts/Science," Indiana University; Doctor of Jurisprudence, University of Virginia",-96.7968559,32.7762719
1741,Gordon Wu,1.9,Hong Kong,real estate,1664,85,Hong Kong,Married,4,True,Bachelor of Arts/Science," Princeton University; Master, Princeton University",114.1628131,22.2793278
1746,Zhu Xingliang,1.9,China,construction,1664,62,China,Married,1,True,Bachelor of Arts/Science, Suzhou University of Science and Technology,120.5810725,31.3016935
1748,Anita Zucker,1.9,United States,chemicals,1664,69,United States,Widowed,3,False,Bachelor of Arts/Science," University of Florida; Master of Arts, University of North Florida",-79.9402728,32.7876012
1750,Leslie Alexander,1.8,United States,sports team,1750,77,United States,Divorced,1,True,Bachelor of Arts/Science," New York University; Doctor of Jurisprudence, Western State University College of Law",-95.3676974,29.7589382
1752,Roman Avdeev,1.8,Russia,"banking, development",1750,53,Russia,Married,23,True,Bachelor of Science in Engineering, Moscow International University of Business and Information Technologies,37.6174943,55.7504461
1753,Arun Bharat Ram,1.8,India,chemicals,1750,80,India,Widowed,3,False,Bachelor of Science in Engineering, University of Michigan,77.2219388,28.6517178
1756,Vladimir Bogdanov,1.8,Russia,oil,1750,69,Russia,Married,1,True,Bachelor of Arts/Science, Tyumen Industrial Institute,73.3964,61.254032
1763,Jamie Dimon,1.8,United States,banking,1750,65,United States,Married,3,True,Master of Business Administration, Harvard Business School,-74.00601519999999,40.7127281
1764,Robert Duggan,1.8,United States,pharmaceuticals,1750,77,United States,Married,8,True,Drop Out," University of California, Los Angeles; Drop Out, University of California, Santa Barbara",-82.8001026,27.9658533
1769,James France,1.8,United States,"Nascar, racing",1750,76,United States,Married,3,False,Bachelor of Arts/Science, Florida Southern College,-81.0228331,29.2108147
